Name,Price,Year,Mileage,Transmission,Fuel Type,Seats,Owners,Doors,Engine,Brand
Peugeot 3008,17803.0,2020,41973.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Peugeot
Hyundai Tucson,14970.0,2019,32969.0,Manual,Petrol,5.0,3.0,5.0,1.6,Hyundai
Renault Clio,9560.0,2020,45079.0,Manual,Petrol,5.0,1.0,5.0,1.0,Renault
Kia Sportage,15374.0,2020,11713.0,Manual,Petrol,5.0,1.0,5.0,1.6,Kia
Hyundai Tucson,14315.0,2020,14694.0,Manual,Petrol,5.0,1.0,5.0,1.6,Hyundai
SEAT Leon,15878.0,2019,15990.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,SEAT
Mercedes-Benz EQC,30564.0,2020,21673.0,Automatic,Electric,5.0,1.0,5.0,,Mercedes-Benz
Lexus IS,12861.0,2017,92503.0,Automatic,Hybrid,5.0,2.0,4.0,2.5,Lexus
Peugeot 3008,17248.0,2018,44964.0,Semi-automatic,Diesel,5.0,4.0,5.0,2.0,Peugeot
Mazda CX-5,13799.0,2018,50000.0,Manual,Diesel,5.0,1.0,5.0,2.2,Mazda
Volkswagen T-Cross,17350.0,2021,16555.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Renault Clio,9750.0,2019,25380.0,Manual,Petrol,5.0,4.0,5.0,0.9,Renault
Volkswagen Up,13500.0,2021,6750.0,Automatic,Electric,4.0,1.0,5.0,,Volkswagen
Volkswagen Tiguan,23500.0,2019,43483.0,Semi-automatic,Diesel,5.0,2.0,5.0,2.0,Volkswagen
Volkswagen Golf,9750.0,2016,60600.0,Manual,Diesel,5.0,2.0,3.0,1.6,Volkswagen
Peugeot 2008,9728.0,2017,44993.0,Manual,Diesel,5.0,3.0,5.0,1.6,Peugeot
Volkswagen ID.3,20700.0,2020,7712.0,Automatic,Electric,5.0,1.0,5.0,,Volkswagen
Volkswagen ID.5,47000.0,2023,50.0,Automatic,Electric,5.0,1.0,5.0,,Volkswagen
Volkswagen Passat,22250.0,2018,8149.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volkswagen
Volkswagen T-Roc,21750.0,2019,37955.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.5,Volkswagen
Volkswagen T-Roc,28750.0,2023,6319.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Volkswagen Up,13850.0,2021,4000.0,Automatic,Electric,4.0,1.0,5.0,,Volkswagen
Volkswagen T-Roc,30350.0,2023,6195.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Audi A6,25449.0,2019,30000.0,Semi-automatic,Diesel,5.0,2.0,4.0,2.0,Audi
Kia Sportage,15828.0,2020,11988.0,Manual,Petrol,5.0,1.0,5.0,1.6,Kia
Citroen C3,10300.0,2020,31975.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C3 Aircross,11997.0,2021,20248.0,Manual,Petrol,5.0,2.0,5.0,1.2,Citroen
Citroen C3,14277.0,2022,11723.0,Manual,Diesel,5.0,1.0,5.0,1.5,Citroen
Peugeot 3008,26701.0,2023,5.0,Semi-automatic,Diesel,5.0,1.0,5.0,1.5,Peugeot
Tesla Model 3,21000.0,2019,75000.0,Automatic,Electric,5.0,1.0,4.0,,Tesla
Citroen C1,5740.0,2016,40000.0,Manual,Petrol,4.0,4.0,5.0,1.2,Citroen
Audi Q5,15278.0,2016,60000.0,Manual,Diesel,5.0,2.0,5.0,2.0,Audi
Audi Q5,15278.0,2016,60000.0,Manual,Diesel,5.0,2.0,5.0,2.0,Audi
Vauxhall Zafira,11523.0,2018,40000.0,Manual,Petrol,7.0,2.0,5.0,1.4,Vauxhall
Audi Q5,30990.0,2020,15955.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Toyota Yaris,14795.0,2020,12015.0,Automatic,Hybrid,5.0,2.0,5.0,1.5,Toyota
Volkswagen Polo,11380.0,2019,30180.0,Manual,Petrol,5.0,2.0,5.0,1.0,Volkswagen
Citroen C1,8640.0,2020,26457.0,Manual,Petrol,4.0,1.0,5.0,1.0,Citroen
Peugeot 2008,32990.0,2023,4000.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Citroen C3,10980.0,2020,21322.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C5 Aircross,13595.0,2019,45649.0,Manual,Petrol,5.0,2.0,5.0,1.2,Citroen
Peugeot 208,20295.0,2023,3500.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Ford Focus,18700.0,2021,12239.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Focus,19300.0,2022,4932.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Focus,17790.0,2022,3410.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Focus,10657.0,2019,42595.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Citroen C3,10867.0,2021,16382.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C4 X,22980.0,2023,200.0,Semi-automatic,Petrol,5.0,1.0,4.0,1.2,Citroen
Peugeot 208,20897.0,2023,8635.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Peugeot
Peugeot 208,19427.0,2022,12722.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Citroen C3 Aircross,17148.0,2022,13999.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C4 X,29480.0,2023,1000.0,Automatic,Electric,5.0,1.0,4.0,,Citroen
Peugeot 2008,20577.0,2021,5982.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Peugeot 308,22295.0,2022,11901.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Peugeot
Peugeot 408,26840.0,2023,12000.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Peugeot
Citroen C3 Aircross,15495.0,2023,14000.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
DS DS 3,24795.0,2023,10.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,DS
DS DS 4,40000.0,2023,1000.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.6,DS
Citroen C4,24495.0,2023,10.0,Automatic,Electric,5.0,1.0,5.0,,Citroen
DS DS 4,25795.0,2023,10.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,DS
Peugeot 2008,23904.0,2022,6883.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Peugeot
Citroen C5 Aircross,27840.0,2023,10.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C5 Aircross,27840.0,2023,10.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C3 Aircross,12193.0,2020,22503.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen Berlingo,26000.0,2023,10.0,Automatic,Electric,5.0,1.0,5.0,,Citroen
Peugeot 308,26780.0,2022,21214.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.6,Peugeot
Citroen C3 Aircross,11946.0,2021,26405.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C4,19990.0,2022,5000.0,Automatic,Electric,5.0,1.0,5.0,,Citroen
Peugeot 308,26990.0,2023,11000.0,Semi-automatic,Diesel,5.0,1.0,5.0,1.5,Peugeot
Ford Focus,29450.0,2022,6889.0,Automatic,Petrol,5.0,1.0,5.0,2.3,Ford
SEAT Arona,11480.0,2020,30626.0,Manual,Petrol,5.0,1.0,5.0,1.0,SEAT
Cupra Leon,30000.0,2023,2100.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Cupra
SEAT Ateca,17780.0,2021,14459.0,Manual,Petrol,5.0,1.0,5.0,1.5,SEAT
Nissan Micra,13000.0,2022,12021.0,Manual,Petrol,5.0,1.0,5.0,1.0,Nissan
SEAT Leon,14000.0,2020,24320.0,Manual,Petrol,5.0,2.0,5.0,1.5,SEAT
SEAT Ateca,18000.0,2020,26794.0,Manual,Petrol,5.0,1.0,5.0,1.5,SEAT
SEAT Ibiza,8495.0,2017,32201.0,Manual,Petrol,5.0,2.0,5.0,1.0,SEAT
Cupra Formentor,44995.0,2023,2846.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Cupra
SEAT Ibiza,11780.0,2020,29880.0,Manual,Petrol,5.0,1.0,5.0,1.0,SEAT
SEAT Ateca,22000.0,2021,14879.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,SEAT
MINI Countryman,32000.0,2021,13571.0,Semi-automatic,Petrol,5.0,2.0,5.0,2.0,MINI
Audi TT,16000.0,2017,47966.0,Manual,Petrol,2.0,2.0,2.0,1.8,Audi
Cupra Leon,29780.0,2023,6336.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Cupra
SEAT Arona,18000.0,2023,2621.0,Manual,Petrol,5.0,1.0,5.0,1.0,SEAT
Cupra Born,32000.0,2023,2645.0,Automatic,Electric,5.0,1.0,5.0,,Cupra
SEAT Arona,13000.0,2020,18524.0,Manual,Petrol,5.0,1.0,5.0,1.0,SEAT
Cupra Leon,25000.0,2023,2020.0,Manual,Petrol,5.0,1.0,5.0,1.5,Cupra
Volkswagen Golf,19000.0,2021,24447.0,Semi-automatic,Hybrid,5.0,2.0,5.0,1.5,Volkswagen
BMW 1 Series,25480.0,2021,17272.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,BMW
Cupra Leon,25000.0,2023,2020.0,Manual,Petrol,5.0,1.0,5.0,1.5,Cupra
SEAT Arona,15495.0,2021,11265.0,Manual,Petrol,5.0,1.0,5.0,1.0,SEAT
SEAT Leon,15480.0,2020,20624.0,Manual,Petrol,5.0,1.0,5.0,1.5,SEAT
Mitsubishi Outlander,16000.0,2018,46358.0,Automatic,Hybrid,5.0,2.0,5.0,2.0,Mitsubishi
SEAT Tarraco,33480.0,2023,3000.0,Automatic,Petrol,7.0,1.0,5.0,1.5,SEAT
SEAT Arona,17480.0,2023,7519.0,Manual,Petrol,5.0,1.0,5.0,1.0,SEAT
Vauxhall Insignia,11780.0,2017,36181.0,Manual,Petrol,5.0,3.0,5.0,1.5,Vauxhall
SEAT Ateca,11580.0,2017,50229.0,Manual,Diesel,5.0,2.0,5.0,1.6,SEAT
SEAT Ateca,13000.0,2018,34621.0,Manual,Petrol,5.0,2.0,5.0,1.0,SEAT
SEAT Ateca,20000.0,2021,24325.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,SEAT
Cupra Leon,26495.0,2023,6892.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.5,Cupra
SEAT Leon,15280.0,2020,20836.0,Manual,Petrol,5.0,1.0,5.0,1.5,SEAT
SEAT Ateca,20480.0,2021,17762.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,SEAT
SEAT Arona,9000.0,2018,60651.0,Manual,Petrol,5.0,2.0,5.0,1.0,SEAT
Peugeot 2008,21395.0,2022,11000.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Kia Sportage,35495.0,2023,19532.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Kia
Toyota Yaris Cross,21835.0,2023,2960.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,17337.0,2021,20906.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris Cross,21305.0,2022,5061.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Peugeot 3008,24990.0,2022,12000.0,Semi-automatic,Diesel,5.0,1.0,5.0,1.5,Peugeot
Audi e-tron,32990.0,2022,19498.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Toyota Yaris,16497.0,2021,11694.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Kia Stonic,18518.0,2023,2706.0,Automatic,Petrol,5.0,1.0,5.0,1.0,Kia
Kia Sportage,19456.0,2020,9640.0,Manual,Hybrid,5.0,1.0,5.0,1.6,Kia
Ford Kuga,21884.0,2020,4789.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Ford
Ford Kuga,23750.0,2020,16900.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Ford
Ford Fiesta,13891.0,2021,18322.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Fiesta,13417.0,2021,23301.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford S-MAX,39068.0,2023,50.0,Automatic,Hybrid,7.0,1.0,5.0,2.5,Ford
Ford Focus,22728.0,2023,2750.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Puma,20187.0,2022,7880.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,14181.0,2017,38986.0,Manual,Diesel,5.0,4.0,5.0,2.0,Ford
Ford Fiesta,15919.0,2022,20226.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Focus,14825.0,2020,13831.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Puma,19799.0,2022,4683.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Focus,17650.0,2022,12807.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Puma,16025.0,2021,17012.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Fiesta,15700.0,2022,10068.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,21600.0,2022,22787.0,Manual,Petrol,5.0,1.0,5.0,1.5,Ford
Ford Kuga,19925.0,2021,25521.0,Manual,Diesel,5.0,1.0,5.0,1.5,Ford
Ford Focus,16100.0,2020,9750.0,Automatic,Diesel,5.0,1.0,5.0,1.5,Ford
Ford Fiesta,14400.0,2022,22674.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Fiesta,14050.0,2021,16132.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Focus,19311.0,2023,15000.0,Manual,Hybrid,5.0,1.0,5.0,1.0,Ford
Ford Mustang Mach-E,41355.0,2023,5000.0,Automatic,Electric,5.0,1.0,5.0,,Ford
Ford EcoSport,10915.0,2019,31448.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Ford Kuga,13981.0,2017,36132.0,Manual,Diesel,5.0,2.0,5.0,2.0,Ford
Ford Focus,27067.0,2022,8704.0,Manual,Petrol,5.0,1.0,5.0,2.3,Ford
Ford EcoSport,14484.0,2022,19175.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Kia Sorento,22778.0,2018,46000.0,Automatic,Diesel,7.0,2.0,5.0,2.2,Kia
Ford Fiesta,21054.0,2022,5420.0,Manual,Petrol,5.0,1.0,5.0,1.5,Ford
Kia Sorento,22778.0,2018,46000.0,Automatic,Diesel,7.0,2.0,5.0,2.2,Kia
Ford EcoSport,14484.0,2022,19175.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Focus,27067.0,2022,8704.0,Manual,Petrol,5.0,1.0,5.0,2.3,Ford
Ford Focus,18108.0,2021,12226.0,Automatic,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,24678.0,2022,10833.0,Manual,Diesel,5.0,1.0,5.0,2.0,Ford
Ford Fiesta,21054.0,2022,5420.0,Manual,Petrol,5.0,1.0,5.0,1.5,Ford
Ford Fiesta,15478.0,2020,15125.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford EcoSport,10915.0,2019,31448.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Ford Fiesta,15136.0,2022,12933.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Fiesta,12048.0,2018,23008.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Ford Kuga,22525.0,2021,27724.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Ford
Ford Fiesta,14000.0,2021,17412.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,17800.0,2019,38456.0,Semi-automatic,Diesel,5.0,3.0,5.0,2.0,Ford
Ford Kuga,18717.0,2021,15888.0,Manual,Diesel,5.0,1.0,5.0,1.5,Ford
Ford Fiesta,20612.0,2022,1433.0,Manual,Petrol,5.0,1.0,5.0,1.5,Ford
Ford Puma,21825.0,2021,21138.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,22463.0,2021,14457.0,Manual,Diesel,5.0,1.0,5.0,1.5,Ford
Ford Focus,16386.0,2021,4283.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Fiesta,13579.0,2021,16808.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,31631.0,2023,7876.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Ford
Ford S-MAX,38744.0,2023,50.0,Automatic,Hybrid,7.0,1.0,5.0,2.5,Ford
Ford Fiesta,14599.0,2021,11020.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Ford Focus,16928.0,2022,12653.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Mustang Mach-E,43993.0,2023,2283.0,Automatic,Electric,5.0,1.0,5.0,,Ford
Kia Niro,28418.0,2022,13250.0,Automatic,Electric,5.0,1.0,5.0,,Kia
Kia Niro,33456.0,2023,4525.0,Automatic,Electric,5.0,1.0,5.0,,Kia
Kia Stonic,15636.0,2020,12261.0,Automatic,Petrol,5.0,1.0,5.0,1.0,Kia
Kia ProCeed,22562.0,2023,14535.0,Automatic,Petrol,5.0,1.0,5.0,1.5,Kia
Ford Fiesta,13283.0,2020,25247.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Ford EcoSport,14852.0,2022,8159.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,22041.0,2022,29284.0,Manual,Diesel,5.0,1.0,5.0,1.5,Ford
Ford Focus,18981.0,2022,6788.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Focus,14444.0,2020,19254.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Ford Puma,17825.0,2022,17596.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,21400.0,2021,10605.0,Manual,Diesel,5.0,1.0,5.0,1.5,Ford
Ford Puma,16330.0,2020,22070.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,19419.0,2021,18652.0,Manual,Petrol,5.0,1.0,5.0,1.5,Ford
Ford Mustang Mach-E,40800.0,2023,3273.0,Automatic,Electric,5.0,1.0,5.0,,Ford
Ford Kuga,18095.0,2020,30811.0,Manual,Diesel,5.0,1.0,5.0,2.0,Ford
Ford S-MAX,38500.0,2023,15.0,Automatic,Hybrid,7.0,1.0,5.0,2.5,Ford
Ford Fiesta,22700.0,2023,50.0,Manual,Petrol,5.0,1.0,5.0,1.5,Ford
Ford Focus,15425.0,2020,26271.0,Automatic,Petrol,5.0,1.0,5.0,1.0,Ford
Kia Sportage,16795.0,2020,25500.0,Manual,Petrol,5.0,1.0,5.0,1.6,Kia
Kia Sportage,16195.0,2019,20000.0,Manual,Petrol,5.0,2.0,5.0,1.6,Kia
Kia Sportage,22617.0,2022,9122.0,Manual,Petrol,5.0,1.0,5.0,1.6,Kia
Kia Sportage,36295.0,2022,12140.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Kia
Kia Sportage,27795.0,2022,5241.0,Manual,Petrol,5.0,1.0,5.0,1.6,Kia
Kia Sportage,24495.0,2022,3200.0,Manual,Petrol,5.0,1.0,5.0,1.6,Kia
Kia Sportage,28795.0,2022,4386.0,Manual,Petrol,5.0,1.0,5.0,1.6,Kia
Kia Sportage,17500.0,2021,15421.0,Manual,Hybrid,5.0,1.0,5.0,1.6,Kia
SEAT Leon,15699.0,2021,17702.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.4,SEAT
Kia Sportage,38950.0,2023,6419.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Kia
Kia Sportage,38295.0,2023,10140.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Kia
Audi Q2,24785.0,2022,6587.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Fiat 500,12495.0,2022,4000.0,Manual,Petrol,4.0,1.0,3.0,1.0,Fiat
Toyota Yaris,18301.0,2021,10210.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,19649.0,2022,5264.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,18842.0,2022,13499.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Ford Fiesta,19733.0,2022,7030.0,Manual,Petrol,5.0,1.0,5.0,1.5,Ford
Kia Niro,15359.0,2018,33108.0,Automatic,Hybrid,5.0,2.0,5.0,1.6,Kia
Kia Sportage,11455.0,2017,57214.0,Manual,Petrol,5.0,1.0,5.0,1.6,Kia
Kia Picanto,8565.0,2018,31940.0,Manual,Petrol,5.0,2.0,5.0,1.3,Kia
Kia Sportage,26998.0,2023,7584.0,Manual,Petrol,5.0,1.0,5.0,1.6,Kia
Ford Puma,21438.0,2022,7762.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,Ford
Kia XCeed,18417.0,2021,21922.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Kia
Ford EcoSport,15291.0,2022,10352.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,17502.0,2020,38805.0,Manual,Diesel,5.0,1.0,5.0,1.5,Ford
Ford Puma,20607.0,2021,7807.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,Ford
Ford EcoSport,8037.0,2017,61419.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Kia ProCeed,19484.0,2021,7320.0,Manual,Petrol,5.0,1.0,5.0,1.5,Kia
Ford EcoSport,16261.0,2022,7890.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Fiesta,13181.0,2022,3620.0,Manual,Petrol,5.0,1.0,3.0,1.0,Ford
Skoda Octavia,14249.0,2020,43000.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Skoda
Ford EcoSport,14693.0,2021,7349.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Nissan Qashqai,25999.0,2023,5000.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Nissan Qashqai,16700.0,2020,22491.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.3,Nissan
Nissan Qashqai,23695.0,2021,6451.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Nissan Qashqai,23995.0,2022,12080.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Nissan Qashqai,18951.0,2021,29411.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Nissan Qashqai,15600.0,2019,21223.0,Manual,Petrol,5.0,1.0,5.0,1.3,Nissan
Nissan Qashqai,23995.0,2021,13700.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.3,Nissan
Nissan Qashqai,26995.0,2023,1500.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Nissan Qashqai,29999.0,2023,5000.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Nissan Qashqai,29499.0,2023,5000.0,Manual,Hybrid,5.0,1.0,5.0,1.3,Nissan
Fiat 500,19730.0,2022,5000.0,Automatic,Electric,4.0,1.0,3.0,,Fiat
Ford Focus,21995.0,2023,1200.0,Manual,Hybrid,5.0,1.0,5.0,1.0,Ford
Ford Focus,20747.0,2023,2407.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,17995.0,2021,28359.0,Manual,Diesel,5.0,1.0,5.0,1.5,Ford
Ford Fiesta,22935.0,2023,15.0,Manual,Petrol,5.0,1.0,5.0,1.5,Ford
Kia Sorento,20834.0,2017,51550.0,Automatic,Diesel,7.0,2.0,5.0,2.2,Kia
Ford Focus,18756.0,2022,7958.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,33586.0,2023,1167.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Ford
Ford Fiesta,14134.0,2021,8312.0,Manual,Petrol,5.0,1.0,3.0,1.0,Ford
Ford Fiesta,13491.0,2021,7983.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Focus,21932.0,2022,2345.0,Automatic,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,32484.0,2023,8591.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Ford
Ford Kuga,33225.0,2023,10739.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Ford
Ford Puma,17147.0,2020,6154.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Focus,22574.0,2023,2354.0,Manual,Hybrid,5.0,1.0,5.0,1.0,Ford
Ford Focus,20260.0,2023,1772.0,Manual,Hybrid,5.0,1.0,5.0,1.0,Ford
Ford Fiesta,14002.0,2022,6644.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Kuga,29135.0,2022,12197.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Ford
Kia Ceed,11481.0,2019,31951.0,Manual,Petrol,5.0,2.0,5.0,1.0,Kia
Kia Optima,13135.0,2019,33025.0,Manual,Diesel,5.0,2.0,5.0,1.6,Kia
Kia EV6,40467.0,2022,7431.0,Automatic,Electric,5.0,1.0,5.0,1.0,Kia
Kia Carens,11266.0,2017,48353.0,Manual,Diesel,7.0,2.0,5.0,1.7,Kia
Ford Kuga,23621.0,2021,7855.0,Manual,Diesel,5.0,1.0,5.0,1.5,Ford
Ford Fiesta,14157.0,2021,4279.0,Manual,Petrol,5.0,1.0,3.0,1.0,Ford
Fiat 500,24990.0,2022,2000.0,Automatic,Electric,4.0,1.0,2.0,,Fiat
Renault Zoe,9244.0,2019,20000.0,Automatic,Electric,5.0,2.0,5.0,,Renault
BMW 5 Series,20944.0,2019,60000.0,Semi-automatic,Hybrid,5.0,1.0,4.0,2.0,BMW
Ford Mustang Mach-E,33374.0,2022,2256.0,Automatic,Electric,5.0,1.0,5.0,,Ford
Mercedes-Benz C-Class,19857.0,2017,33638.0,Semi-automatic,Petrol,4.0,4.0,2.0,2.0,Mercedes-Benz
Audi e-tron,34990.0,2022,27879.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Peugeot 208,15157.0,2020,14500.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Peugeot
Volkswagen Tiguan,24990.0,2022,6824.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Volkswagen Tiguan Allspace,22250.0,2019,21440.0,Semi-automatic,Petrol,7.0,2.0,5.0,1.5,Volkswagen
Volkswagen Tiguan,36199.0,2023,4000.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.4,Volkswagen
Skoda Octavia,11000.0,2019,28000.0,Manual,Petrol,5.0,3.0,5.0,1.0,Skoda
Audi A1,15657.0,2019,46036.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Lexus CT,16157.0,2021,40150.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Lexus
Volvo V90,19136.0,2020,56833.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Mercedes-Benz GLC,30636.0,2020,28564.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Mercedes-Benz
Volkswagen Golf,13157.0,2019,55217.0,Manual,Diesel,5.0,2.0,5.0,1.6,Volkswagen
Peugeot 3008,19636.0,2022,35341.0,Manual,Diesel,5.0,1.0,5.0,1.5,Peugeot
Fiat 500,7957.0,2018,36000.0,Manual,Petrol,4.0,2.0,3.0,1.2,Fiat
MINI Hatchback,14157.0,2020,25579.0,Automatic,Electric,4.0,3.0,3.0,,MINI
