Name,Price,Year,Mileage,Transmission,Fuel Type,Seats,Owners,Doors,Engine,Brand
Peugeot 3008,20495.0,2021,7835.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Peugeot
Toyota Yaris Cross,21871.0,2023,2500.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Peugeot 3008,24427.0,2021,14577.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Peugeot
Toyota Yaris Cross,23412.0,2023,1250.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,19666.0,2023,2871.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Aygo X,14450.0,2022,11505.0,Automatic,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Yaris Cross,21921.0,2023,1849.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris Cross,23276.0,2023,2887.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Kia Soul,30995.0,2023,4122.0,Automatic,Electric,5.0,1.0,5.0,,Kia
Toyota Yaris,18307.0,2023,3588.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota RAV4,40560.0,2023,12100.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Toyota
Toyota Yaris Cross,23102.0,2023,4998.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris Cross,22994.0,2023,6321.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Audi A3,31400.0,2020,27241.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Hyundai i20,11973.0,2020,20509.0,Manual,Petrol,5.0,1.0,5.0,1.2,Hyundai
Peugeot 2008,23990.0,2023,6000.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Citroen C4,17695.0,2022,8136.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Suzuki Swift,12995.0,2019,22099.0,Automatic,Petrol,5.0,2.0,5.0,1.0,Suzuki
Volkswagen Golf,39901.0,2023,5294.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volkswagen
Kia Sportage,25980.0,2022,11277.0,Manual,Petrol,5.0,1.0,5.0,1.6,Kia
Toyota Yaris Cross,22321.0,2022,8000.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Peugeot 208,13499.0,2020,4270.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Citroen C5 Aircross,28995.0,2023,1937.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Peugeot 3008,24427.0,2021,14577.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Peugeot
Vauxhall Mokka,16255.0,2021,18360.0,Manual,Petrol,5.0,1.0,5.0,1.2,Vauxhall
Toyota Yaris,17059.0,2022,6102.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris Cross,21732.0,2023,4291.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Mitsubishi Outlander,21000.0,2020,10725.0,Semi-automatic,Petrol,7.0,1.0,5.0,2.0,Mitsubishi
Toyota Yaris Cross,23412.0,2023,1250.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris Cross,23001.0,2023,4633.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Peugeot 308,10403.0,2020,60590.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Audi A3,26900.0,2022,18779.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Audi Q8,65900.0,2023,5478.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Toyota Yaris,17815.0,2023,5358.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,18877.0,2023,7349.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
MG HS,16870.0,2022,17707.0,Manual,Petrol,5.0,1.0,5.0,1.5,MG
Ford Fiesta,12113.0,2018,65495.0,Manual,Petrol,5.0,2.0,5.0,1.5,Ford
Audi e-tron,49000.0,2023,147.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Kia Niro,27895.0,2022,15724.0,Automatic,Electric,5.0,1.0,5.0,,Kia
Audi A6,41000.0,2023,6137.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Skoda Enyaq,24995.0,2021,12000.0,Automatic,Electric,5.0,1.0,5.0,,Skoda
Skoda Fabia,11400.0,2019,15263.0,Manual,Petrol,5.0,2.0,5.0,1.0,Skoda
Audi A3,23000.0,2020,20000.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Ford EcoSport,11490.0,2019,29627.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Volkswagen Taigo,27955.0,2023,4781.0,Automatic,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Audi Q5,30900.0,2020,51761.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Audi
Volkswagen T-Cross,15690.0,2020,23007.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Land Rover Range Rover Evoque,26590.0,2019,34236.0,Automatic,Diesel,5.0,2.0,5.0,2.0,Land
Land Rover Range Rover,44870.0,2019,43833.0,Automatic,Hybrid,5.0,2.0,5.0,2.0,Land
Audi RS5,42750.0,2021,31101.0,Semi-automatic,Petrol,4.0,2.0,2.0,2.9,Audi
Audi Q5,47750.0,2023,8097.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Audi TT,27000.0,2021,18245.0,Semi-automatic,Petrol,4.0,2.0,2.0,2.0,Audi
Toyota Yaris Cross,21606.0,2023,5925.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota RAV4,28787.0,2021,7007.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Toyota
Lexus RX,33905.0,2020,25000.0,Automatic,Hybrid,5.0,1.0,5.0,3.5,Lexus
Lexus NX,33282.0,2020,16000.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Lexus
Nissan X-Trail,40437.0,2023,6000.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.5,Nissan
Tesla Model 3,22058.0,2020,61869.0,Automatic,Electric,5.0,1.0,4.0,,Tesla
Skoda Karoq,18290.0,2020,13362.0,Automatic,Petrol,5.0,1.0,5.0,1.5,Skoda
Ford Kuga,19998.0,2021,50626.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Ford
Toyota Yaris,18334.0,2022,9998.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris Cross,23516.0,2023,2561.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Honda HR-V,27990.0,2023,3000.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Honda
Toyota Aygo X,14034.0,2023,2517.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Ford Focus,16498.0,2020,5963.0,Automatic,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Focus,15295.0,2021,12346.0,Manual,Diesel,5.0,1.0,5.0,1.5,Ford
Nissan Qashqai,16869.0,2020,29932.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.3,Nissan
Peugeot 208,19275.0,2022,5403.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Ford Focus,20385.0,2023,8922.0,Automatic,Petrol,5.0,1.0,5.0,1.0,Ford
Ford Puma,18562.0,2022,16507.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Volvo XC90,51990.0,2022,15075.0,Semi-automatic,Hybrid,7.0,1.0,5.0,2.0,Volvo
Volvo XC60,38990.0,2022,3755.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Peugeot 2008,24900.0,2022,3495.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Peugeot
Volkswagen ID.5,47900.0,2023,2211.0,Automatic,Electric,5.0,1.0,5.0,,Volkswagen
Honda Civic,30799.0,2023,3000.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Honda
Ford EcoSport,13900.0,2021,20383.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Ford S-MAX,38079.0,2023,1000.0,Automatic,Hybrid,7.0,1.0,5.0,2.5,Ford
Volkswagen ID.5,47900.0,2023,2211.0,Automatic,Electric,5.0,1.0,5.0,,Volkswagen
Volvo XC90,51990.0,2022,15075.0,Semi-automatic,Hybrid,7.0,1.0,5.0,2.0,Volvo
Subaru Forester,36500.0,2023,5266.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Subaru
Mercedes-Benz CLS,28558.0,2019,62000.0,Semi-automatic,Diesel,5.0,2.0,4.0,2.9,Mercedes-Benz
Citroen Berlingo,18795.0,2020,35716.0,Manual,Diesel,5.0,1.0,5.0,1.5,Citroen
Audi Q5,47900.0,2023,4751.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Audi
Peugeot Rifter,15995.0,2019,25001.0,Manual,Petrol,5.0,2.0,5.0,1.2,Peugeot
Nissan Qashqai,12995.0,2020,18507.0,Manual,Petrol,5.0,1.0,5.0,1.3,Nissan
Citroen C1,8995.0,2019,21782.0,Manual,Petrol,4.0,2.0,5.0,1.0,Citroen
Volvo XC60,41990.0,2023,7000.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Audi Q5,32000.0,2019,28864.0,Semi-automatic,Petrol,5.0,2.0,5.0,2.0,Audi
Audi Q3,33400.0,2023,554.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Audi A7,30400.0,2018,39968.0,Semi-automatic,Diesel,5.0,1.0,5.0,3.0,Audi
Ford Focus,21142.0,2023,4658.0,Automatic,Hybrid,5.0,1.0,5.0,1.0,Ford
Audi A6,35000.0,2023,6801.0,Semi-automatic,Petrol,5.0,1.0,4.0,2.0,Audi
Citroen C4,16495.0,2022,7579.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Audi Q5,47900.0,2023,4751.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Audi
Peugeot Rifter,15995.0,2019,25001.0,Manual,Petrol,5.0,2.0,5.0,1.2,Peugeot
Volvo XC60,41990.0,2023,7000.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Citroen C1,8995.0,2019,21782.0,Manual,Petrol,4.0,2.0,5.0,1.0,Citroen
SEAT Leon,13495.0,2020,36998.0,Manual,Petrol,5.0,1.0,5.0,1.0,SEAT
Citroen C4,16495.0,2022,7579.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Audi Q7,43700.0,2021,42744.0,Semi-automatic,Diesel,7.0,1.0,5.0,3.0,Audi
Ford Puma,17698.0,2022,12724.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Honda Jazz,9899.0,2018,51925.0,Manual,Petrol,5.0,1.0,5.0,1.3,Honda
Ford Fiesta,18404.0,2023,10238.0,Semi-automatic,Petrol,5.0,1.0,3.0,1.0,Ford
Toyota Aygo X,16049.0,2022,11900.0,Automatic,Petrol,4.0,1.0,5.0,1.0,Toyota
Peugeot 208,12495.0,2018,18587.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Toyota Corolla,20775.0,2020,15850.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Toyota
Toyota Aygo X,16357.0,2022,5554.0,Automatic,Petrol,4.0,1.0,5.0,1.0,Toyota
Fiat 500,19975.0,2022,2112.0,Automatic,Electric,4.0,1.0,3.0,,Fiat
Audi RS Q8,78000.0,2021,43613.0,Semi-automatic,Petrol,5.0,1.0,5.0,4.0,Audi
Volkswagen T-Cross,25400.0,2023,5000.0,Automatic,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Audi A3,33516.0,2023,1601.0,Manual,Petrol,5.0,1.0,5.0,1.5,Audi
SEAT Leon,13495.0,2020,36998.0,Manual,Petrol,5.0,1.0,5.0,1.0,SEAT
Suzuki Swift,10558.0,2018,54498.0,Manual,Petrol,5.0,2.0,5.0,1.4,Suzuki
Vauxhall Corsa,10258.0,2016,33393.0,Automatic,Petrol,5.0,2.0,5.0,1.4,Vauxhall
Mercedes-Benz GLC Coupe,32058.0,2020,14663.0,Semi-automatic,Hybrid,5.0,1.0,4.0,2.0,Mercedes-Benz
Citroen Grand C4 SpaceTourer,11999.0,2018,59237.0,Manual,Petrol,7.0,2.0,5.0,1.2,Citroen
Vauxhall Grandland X,11558.0,2019,41452.0,Manual,Petrol,5.0,2.0,5.0,1.2,Vauxhall
Vauxhall Astra,27559.0,2023,3770.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.6,Vauxhall
Kia XCeed,14058.0,2020,59500.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.4,Kia
Tesla Model 3,25058.0,2020,52806.0,Automatic,Electric,5.0,1.0,4.0,,Tesla
Toyota Aygo X,16357.0,2022,5554.0,Automatic,Petrol,4.0,1.0,5.0,1.0,Toyota
Fiat 500,19975.0,2022,2112.0,Automatic,Electric,4.0,1.0,3.0,,Fiat
Honda Jazz,20450.0,2023,4000.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Honda
Volvo XC60,46990.0,2022,9600.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Toyota C-HR,28695.0,2023,919.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Toyota Aygo X,14995.0,2023,621.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo,10495.0,2020,13291.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Renault Clio,13989.0,2021,21657.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Renault
Volkswagen Tiguan Allspace,29400.0,2023,1906.0,Manual,Petrol,7.0,1.0,5.0,1.5,Volkswagen
Audi Q5,25000.0,2018,49461.0,Semi-automatic,Diesel,5.0,2.0,5.0,2.0,Audi
Volkswagen Golf,13900.0,2019,57281.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Volkswagen Golf,16700.0,2020,37689.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Ford Focus,16143.0,2021,13943.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Audi A4,30400.0,2022,12686.0,Semi-automatic,Diesel,5.0,1.0,4.0,2.0,Audi
Volkswagen T-Roc,28900.0,2023,7875.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Audi A8,72900.0,2023,1032.0,Semi-automatic,Hybrid,5.0,1.0,4.0,3.0,Audi
Audi Q2,24250.0,2020,21928.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Audi e-tron GT,71900.0,2023,4751.0,Automatic,Electric,5.0,1.0,4.0,,Audi
Volkswagen Golf,23790.0,2023,4521.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Toyota GR86,31286.0,2022,13366.0,Manual,Petrol,4.0,1.0,2.0,2.4,Toyota
Audi A3,34900.0,2022,8323.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Peugeot 2008,15990.0,2020,27234.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Audi Q8,62000.0,2022,14897.0,Semi-automatic,Petrol,5.0,1.0,5.0,3.0,Audi
Volkswagen Golf,36995.0,2023,1224.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.4,Volkswagen
Audi Q3,37900.0,2023,3758.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Volkswagen Tiguan,25600.0,2020,24747.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volkswagen
Audi RS6,80900.0,2021,22592.0,Semi-automatic,Petrol,4.0,2.0,5.0,4.0,Audi
Audi Q5,56861.0,2023,5000.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Audi
Audi Q3,33000.0,2019,20101.0,Semi-automatic,Diesel,5.0,3.0,5.0,2.0,Audi
Audi e-tron,28000.0,2020,12951.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Audi A3,31861.0,2023,3324.0,Manual,Petrol,5.0,1.0,5.0,1.5,Audi
Audi Q3,27400.0,2021,11743.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Audi A6,43900.0,2023,4633.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Audi A1,20500.0,2022,14524.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,Audi
Lexus UX,29128.0,2022,13410.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Lexus
Audi Q4,59041.0,2023,925.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Audi A6,33500.0,2021,15200.0,Semi-automatic,Diesel,5.0,2.0,4.0,2.0,Audi
Audi Q4,38500.0,2021,10053.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Volkswagen Tiguan,32400.0,2023,7404.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Volkswagen Polo,22800.0,2023,6649.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Peugeot 2008,15490.0,2020,15669.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Audi A3,31500.0,2020,21409.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Audi RS6,73000.0,2021,38598.0,Semi-automatic,Petrol,4.0,1.0,5.0,4.0,Audi
Volkswagen ID.5,39500.0,2023,4515.0,Automatic,Electric,5.0,1.0,5.0,,Volkswagen
Audi Q5,36000.0,2022,18606.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Vauxhall Corsa,10258.0,2016,33393.0,Automatic,Petrol,5.0,2.0,5.0,1.4,Vauxhall
Kia XCeed,14058.0,2020,59500.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.4,Kia
Citroen Grand C4 SpaceTourer,11999.0,2018,59237.0,Manual,Petrol,7.0,2.0,5.0,1.2,Citroen
Vauxhall Grandland X,11558.0,2019,41452.0,Manual,Petrol,5.0,2.0,5.0,1.2,Vauxhall
Mercedes-Benz CLS,28558.0,2019,62000.0,Semi-automatic,Diesel,5.0,2.0,4.0,2.9,Mercedes-Benz
Subaru Forester,36500.0,2023,5266.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Subaru
Suzuki Swift,10558.0,2018,54498.0,Manual,Petrol,5.0,2.0,5.0,1.4,Suzuki
Mercedes-Benz GLC Coupe,32058.0,2020,14663.0,Semi-automatic,Hybrid,5.0,1.0,4.0,2.0,Mercedes-Benz
Ford S-MAX,38079.0,2023,1000.0,Automatic,Hybrid,7.0,1.0,5.0,2.5,Ford
Audi Q2,20500.0,2021,5814.0,Manual,Petrol,5.0,1.0,5.0,1.5,Audi
Skoda Superb,19495.0,2020,33992.0,Manual,Diesel,5.0,3.0,5.0,2.0,Skoda
Audi Q7,44700.0,2021,31409.0,Semi-automatic,Diesel,7.0,1.0,5.0,3.0,Audi
Audi A1,20400.0,2022,19386.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,Audi
Audi A5,23750.0,2017,68222.0,Semi-automatic,Petrol,4.0,2.0,2.0,3.0,Audi
Audi Q5,31000.0,2018,10000.0,Semi-automatic,Petrol,5.0,2.0,5.0,3.0,Audi
Nissan Qashqai,18999.0,2021,21892.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.3,Nissan
Audi Q3,36900.0,2023,10412.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Mazda 2 Hybrid,22480.0,2023,5751.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.5,Mazda
Nissan Juke,14999.0,2020,22219.0,Manual,Petrol,5.0,1.0,5.0,1.0,Nissan
Hyundai Kona,11799.0,2020,30361.0,Manual,Petrol,5.0,1.0,5.0,1.0,Hyundai
Audi A6,64555.0,2023,5000.0,Semi-automatic,Hybrid,5.0,1.0,4.0,2.0,Audi
Audi RS6,79900.0,2021,13008.0,Semi-automatic,Petrol,4.0,1.0,5.0,4.0,Audi
Nissan e-NV200,14495.0,2018,1039.0,Automatic,Electric,5.0,1.0,5.0,,Nissan
Audi A7,33700.0,2020,36823.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Volkswagen Tiguan,39669.0,2023,5000.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volkswagen
Peugeot 2008,16995.0,2021,14470.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Audi Q5,49900.0,2023,4751.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Audi
Audi A1,13200.0,2018,24122.0,Manual,Petrol,5.0,3.0,5.0,1.4,Audi
Audi Q3,25700.0,2020,26262.0,Semi-automatic,Petrol,5.0,1.0,5.0,,Audi
Mitsubishi Eclipse Cross,18500.0,2020,13245.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Mitsubishi
Vauxhall Grandland X,14995.0,2021,21322.0,Automatic,Petrol,5.0,1.0,5.0,1.2,Vauxhall
Peugeot 2008,16490.0,2021,18884.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Peugeot 2008,18490.0,2022,21132.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Peugeot
Lexus IS,16995.0,2017,43631.0,Automatic,Hybrid,5.0,3.0,4.0,2.5,Lexus
Citroen C3 Aircross,15395.0,2020,2698.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Citroen
SEAT Ibiza,15600.0,2022,6467.0,Manual,Petrol,5.0,1.0,5.0,1.0,SEAT
Toyota Aygo,11867.0,2021,14925.0,Semi-automatic,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo X,15628.0,2023,2242.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Lexus NX,22943.0,2020,49794.0,Automatic,Hybrid,5.0,2.0,5.0,2.5,Lexus
Ford Mondeo Vignale,15995.0,2018,38891.0,Manual,Diesel,5.0,4.0,5.0,2.0,Ford
Peugeot 208,9695.0,2019,24943.0,Manual,Petrol,5.0,2.0,5.0,1.2,Peugeot
Citroen C4,15295.0,2021,15663.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Toyota RAV4,24795.0,2020,14809.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Toyota
Citroen C5 Aircross,20495.0,2021,17165.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.6,Citroen
Kia EV6,39995.0,2022,5145.0,Automatic,Electric,5.0,1.0,5.0,1.0,Kia
Kia Soul,24000.0,2023,7339.0,Automatic,Electric,5.0,1.0,5.0,,Kia
Cupra Formentor,27900.0,2023,5000.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Cupra
Citroen C3,9995.0,2019,28268.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Peugeot 208,13251.0,2021,31739.0,Manual,Petrol,5.0,2.0,5.0,1.2,Peugeot
Ford EcoSport,12495.0,2020,9117.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Citroen Grand C4 SpaceTourer,15995.0,2020,39019.0,Manual,Diesel,7.0,2.0,5.0,1.5,Citroen
Nissan Leaf,17390.0,2022,3034.0,Automatic,Electric,5.0,1.0,5.0,,Nissan
Citroen Space Tourer,23495.0,2022,19502.0,Automatic,Electric,9.0,1.0,5.0,,Citroen
Citroen C3 Aircross,12995.0,2021,17944.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Hyundai i30,12993.0,2017,45307.0,Semi-automatic,Petrol,5.0,4.0,5.0,1.4,Hyundai
Peugeot 3008,27779.0,2023,9150.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.2,Peugeot
Audi A4,24900.0,2020,37819.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Audi A5,52800.0,2023,4736.0,Semi-automatic,Diesel,4.0,1.0,2.0,3.0,Audi
Volkswagen Tiguan Allspace,19400.0,2018,59739.0,Semi-automatic,Diesel,7.0,2.0,5.0,2.0,Volkswagen
Audi A1,18900.0,2020,47849.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Audi A3,42750.0,2023,7032.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Audi Q4,44000.0,2023,8000.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Volkswagen Polo,14400.0,2020,22627.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Toyota GR86,31286.0,2022,13366.0,Manual,Petrol,4.0,1.0,2.0,2.4,Toyota
Skoda Yeti Outdoor,12400.0,2016,43324.0,Manual,Petrol,5.0,2.0,5.0,1.2,Skoda
Audi A3,32381.0,2023,5000.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Volkswagen Golf,29400.0,2021,24876.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volkswagen
Audi Q3,28400.0,2019,11658.0,Semi-automatic,Petrol,5.0,2.0,5.0,2.0,Audi
Audi e-tron,28000.0,2020,12951.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Audi A3,31861.0,2023,3324.0,Manual,Petrol,5.0,1.0,5.0,1.5,Audi
Volkswagen Polo,22800.0,2023,6649.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
SEAT Ibiza,21900.0,2023,5000.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,SEAT
Mitsubishi Outlander,19990.0,2020,15595.0,Automatic,Hybrid,5.0,1.0,5.0,2.4,Mitsubishi
Audi Q3,26500.0,2019,13533.0,Manual,Diesel,5.0,2.0,5.0,2.0,Audi
Audi Q2,27500.0,2023,14311.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Audi Q8,69000.0,2023,9100.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Audi Q4,55600.0,2023,2949.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Audi e-tron,32000.0,2021,18640.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Volkswagen Golf,37900.0,2023,3013.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volkswagen
Nissan Juke,12601.0,2019,28600.0,Automatic,Petrol,5.0,3.0,5.0,1.6,Nissan
Audi A6,28400.0,2023,9402.0,Semi-automatic,Petrol,5.0,1.0,4.0,2.0,Audi
Ford Kuga,13568.0,2017,49981.0,Manual,Diesel,5.0,1.0,5.0,1.5,Ford
Audi Q3,34000.0,2020,27817.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Volkswagen T-Cross,25400.0,2023,5000.0,Automatic,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Audi A3,26400.0,2023,12967.0,Manual,Petrol,5.0,1.0,4.0,1.5,Audi
Audi A3,33516.0,2023,1601.0,Manual,Petrol,5.0,1.0,5.0,1.5,Audi
Audi RS3,57000.0,2022,7336.0,Semi-automatic,Petrol,5.0,1.0,4.0,2.5,Audi
Audi Q3,36600.0,2023,5000.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Audi A4,27600.0,2021,22480.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Volvo XC90,39495.0,2019,28871.0,Semi-automatic,Petrol,7.0,2.0,5.0,2.0,Volvo
Volkswagen T-Roc,20890.0,2020,30153.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Audi Q5,46500.0,2020,25992.0,Semi-automatic,Diesel,5.0,1.0,5.0,3.0,Audi
Audi Q5,34500.0,2021,24580.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Skoda Superb,33600.0,2023,3836.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Skoda
Volvo XC90,39495.0,2019,28871.0,Semi-automatic,Petrol,7.0,2.0,5.0,2.0,Volvo
